,index,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1693,75670,disloyal Customer,23,Business travel,Eco,696,2,2,2,2,2,4,2,,3,4,5,2,2,2,0,0.0,neutral or dissatisfied
1694,101127,disloyal Customer,28,Business travel,Eco,1947,3,4,4,3,2,4,2,2,2,1,3,2,4,2,4,0.0,neutral or dissatisfied
1695,27760,disloyal Customer,44,Business travel,Business,1660,2,2,2,1,1,5,1,,3,3,4,3,5,1,11,7.0,neutral or dissatisfied
1696,110133,disloyal Customer,27,Business travel,Business,236,2,2,2,3,1,2,1,,4,4,1,1,3,1,89,78.0,neutral or dissatisfied
1697,314,Loyal Customer,53,Business travel,Business,2611,4,5,4,4,4,5,5,,4,4,4,3,4,4,0,0.0,satisfied
1698,17115,Loyal Customer,45,Business travel,Business,3254,1,1,1,1,5,4,5,,5,5,5,3,5,3,89,,satisfied
1699,95671,Loyal Customer,55,Personal Travel,Eco,1020,3,0,2,4,4,5,4,4,3,4,4,3,4,4,8,16.0,neutral or dissatisfied
1700,63412,Loyal Customer,15,Personal Travel,Eco Plus,297,3,3,3,4,3,2,3,3,3,3,4,3,4,3,0,0.0,neutral or dissatisfied
1701,76576,Loyal Customer,33,Business travel,Business,1740,3,3,3,3,5,0,5,5,3,2,4,5,4,5,6,0.0,satisfied
1702,84147,Loyal Customer,37,Personal Travel,Eco,669,4,5,4,3,1,4,3,,3,2,4,3,5,1,31,,neutral or dissatisfied
1703,110294,Loyal Customer,56,Business travel,Business,641,3,3,3,3,4,2,5,4,4,4,4,5,4,3,0,,satisfied
1704,75099,disloyal Customer,38,Business travel,Business,667,5,4,4,3,4,2,3,,3,5,4,3,4,3,173,178.0,satisfied
1705,29989,Loyal Customer,30,Business travel,Business,3953,2,3,2,3,2,4,2,,2,3,3,2,2,2,238,219.0,neutral or dissatisfied
1706,117241,disloyal Customer,22,Business travel,Eco,1478,3,2,2,3,3,5,1,,4,3,4,1,2,1,182,139.0,neutral or dissatisfied
1707,36470,Loyal Customer,41,Personal Travel,Business,351,2,5,2,2,4,2,5,,1,2,1,4,1,4,13,10.0,neutral or dissatisfied
1708,129838,Loyal Customer,8,Personal Travel,Eco,1372,3,4,3,1,2,2,2,,3,3,3,5,4,2,0,13.0,neutral or dissatisfied
1709,97007,disloyal Customer,25,Business travel,Eco,183,2,0,2,2,2,4,5,,2,5,3,2,2,2,0,,neutral or dissatisfied
1710,70254,Loyal Customer,23,Business travel,Business,2764,1,3,1,1,1,5,1,1,4,1,2,2,2,1,27,9.0,neutral or dissatisfied
1711,89255,Loyal Customer,60,Personal Travel,Eco,214,1,3,1,3,2,4,4,1,1,1,1,3,1,1,0,0.0,neutral or dissatisfied
1712,75834,Loyal Customer,45,Personal Travel,Eco,2106,2,5,2,4,2,2,2,,1,5,5,3,3,2,9,0.0,neutral or dissatisfied
1713,108888,Loyal Customer,59,Personal Travel,Eco,522,3,5,3,3,3,1,3,,4,4,4,3,5,3,5,0.0,neutral or dissatisfied
1714,114585,Loyal Customer,54,Personal Travel,Eco,1142,2,5,2,2,2,5,2,2,1,3,5,3,2,2,0,,neutral or dissatisfied
1715,69999,Loyal Customer,24,Business travel,Eco,970,0,5,0,1,5,3,1,,5,5,3,1,3,5,0,0.0,satisfied
1716,41787,Loyal Customer,18,Business travel,Eco,383,5,3,4,3,5,4,4,,1,3,1,1,4,5,0,0.0,satisfied
1717,42992,Loyal Customer,48,Personal Travel,Eco,862,3,5,3,2,4,4,2,4,4,5,4,5,5,4,0,0.0,neutral or dissatisfied
1718,43813,Loyal Customer,12,Personal Travel,Eco,1011,2,4,1,1,5,4,5,,2,4,2,5,2,5,0,0.0,neutral or dissatisfied
1719,121942,disloyal Customer,26,Business travel,Eco,552,4,1,4,3,3,2,2,,3,5,4,3,4,3,0,,neutral or dissatisfied
1720,189,Loyal Customer,67,Personal Travel,Eco,599,3,1,3,2,1,4,2,,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
1721,123713,disloyal Customer,37,Business travel,Business,468,4,4,4,3,1,3,1,1,5,4,5,3,5,1,2,,satisfied
1722,43403,Loyal Customer,21,Business travel,Eco,937,0,4,0,3,2,4,2,,4,2,1,4,5,2,49,29.0,satisfied
1723,123873,Loyal Customer,55,Business travel,Business,2220,0,4,0,3,4,5,4,,3,3,3,4,3,3,1,0.0,satisfied
1724,14800,Loyal Customer,62,Business travel,Business,3599,4,1,1,1,2,4,4,4,4,4,4,3,4,3,93,71.0,neutral or dissatisfied
1725,96831,Loyal Customer,78,Business travel,Eco,287,3,1,1,1,5,5,3,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
1726,19524,Loyal Customer,22,Business travel,Business,3202,1,2,2,2,1,1,1,,4,2,4,2,3,1,0,0.0,neutral or dissatisfied
1727,33709,disloyal Customer,21,Business travel,Business,683,0,4,0,3,3,1,3,,5,3,5,5,5,3,0,0.0,satisfied
1728,163,Loyal Customer,42,Business travel,Eco,212,5,3,3,3,5,5,5,,5,5,5,5,5,2,82,72.0,satisfied
1729,24371,Loyal Customer,54,Business travel,Business,2921,1,1,1,1,5,1,5,5,5,5,5,3,5,5,0,0.0,satisfied
1730,101310,disloyal Customer,26,Business travel,Eco,130,1,3,1,1,2,5,2,,4,5,4,1,2,2,121,,neutral or dissatisfied
1731,63214,Loyal Customer,45,Personal Travel,Eco,964,1,5,1,3,2,3,5,4,4,1,1,5,4,5,0,0.0,neutral or dissatisfied
1732,61575,Loyal Customer,61,Personal Travel,Eco,812,2,1,2,4,5,3,5,5,2,5,3,2,4,5,0,0.0,neutral or dissatisfied
1733,45520,Loyal Customer,67,Personal Travel,Eco,223,1,5,1,3,5,2,5,4,4,1,4,1,4,2,5,8.0,neutral or dissatisfied
1734,101685,Loyal Customer,61,Business travel,Eco,302,4,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
1735,87829,Loyal Customer,47,Personal Travel,Eco,2182,4,3,5,2,3,5,3,,4,3,3,5,3,3,1,,neutral or dissatisfied
1736,125334,disloyal Customer,26,Business travel,Eco,1101,4,4,4,3,4,3,4,,4,1,1,2,2,4,2,0.0,neutral or dissatisfied
1737,53078,Loyal Customer,26,Business travel,Business,2434,2,2,2,2,5,4,5,,5,4,4,3,4,5,2,0.0,satisfied
1738,75822,Loyal Customer,48,Personal Travel,Eco,101,2,4,2,4,4,1,4,,3,4,4,3,4,4,0,0.0,neutral or dissatisfied
1739,63764,Loyal Customer,25,Personal Travel,Eco,214,3,0,0,5,2,4,2,,3,4,4,5,4,2,0,0.0,neutral or dissatisfied
1740,71631,disloyal Customer,34,Business travel,Eco,438,2,2,2,3,2,0,2,2,3,2,3,1,4,2,0,36.0,neutral or dissatisfied
1741,122596,disloyal Customer,20,Business travel,Eco,483,3,0,3,3,5,1,2,,5,3,4,4,5,5,0,0.0,neutral or dissatisfied
1742,73978,disloyal Customer,25,Business travel,Business,908,1,0,1,2,3,5,3,,4,4,5,4,5,3,0,0.0,neutral or dissatisfied
1743,48895,Loyal Customer,44,Personal Travel,Eco,696,2,4,2,2,3,1,5,,3,2,2,3,3,4,0,0.0,neutral or dissatisfied
1744,127330,disloyal Customer,26,Business travel,Business,621,4,4,4,1,2,3,2,2,3,3,5,5,5,2,0,0.0,satisfied
1745,53946,Loyal Customer,54,Business travel,Business,3743,3,5,2,5,2,4,3,3,3,3,3,4,3,2,51,36.0,neutral or dissatisfied
1746,33700,Loyal Customer,50,Personal Travel,Eco,187,1,4,1,4,3,4,5,4,4,1,4,3,4,3,0,0.0,neutral or dissatisfied
1747,101523,Loyal Customer,42,Personal Travel,Eco,362,2,5,2,4,3,2,3,,5,4,5,5,4,3,6,0.0,neutral or dissatisfied
1748,16366,Loyal Customer,26,Personal Travel,Eco Plus,2248,2,5,2,1,3,2,3,3,4,4,4,4,4,3,41,25.0,neutral or dissatisfied
1749,41303,Loyal Customer,44,Personal Travel,Eco,547,2,4,2,3,3,1,2,,3,2,2,4,3,5,0,0.0,neutral or dissatisfied
1750,75565,Loyal Customer,15,Personal Travel,Business,109,3,5,3,3,4,3,4,4,4,4,4,3,2,4,111,,neutral or dissatisfied
1751,42505,Loyal Customer,17,Personal Travel,Eco,430,1,5,1,5,5,2,5,5,5,5,5,4,5,5,0,0.0,neutral or dissatisfied
1752,11883,Loyal Customer,33,Personal Travel,Eco,1371,2,3,2,4,5,3,2,5,1,2,4,1,3,5,3,0.0,neutral or dissatisfied
1753,82652,Loyal Customer,9,Personal Travel,Eco,1744,2,4,2,2,1,0,1,,4,2,3,4,5,1,1,32.0,neutral or dissatisfied
1754,104784,Loyal Customer,9,Personal Travel,Eco,237,1,4,0,3,4,5,4,,3,2,4,1,3,4,0,0.0,neutral or dissatisfied
1755,23551,Loyal Customer,23,Business travel,Eco,337,3,2,2,2,3,1,3,3,3,4,3,1,2,3,17,11.0,neutral or dissatisfied
1756,42775,disloyal Customer,30,Business travel,Eco,955,2,2,2,4,4,1,4,4,4,1,4,4,3,4,5,,neutral or dissatisfied
1757,31306,Loyal Customer,16,Personal Travel,Eco Plus,1506,2,5,2,4,3,3,3,3,2,2,5,2,2,3,0,0.0,neutral or dissatisfied
1758,8648,Loyal Customer,38,Business travel,Eco,331,2,1,2,1,2,3,2,,4,5,3,1,2,2,65,50.0,neutral or dissatisfied
1759,43444,Loyal Customer,68,Personal Travel,Eco,366,2,3,2,1,5,4,4,,1,2,2,1,1,3,0,0.0,neutral or dissatisfied
1760,28734,Loyal Customer,67,Personal Travel,Eco,849,0,3,0,3,5,3,5,,3,1,5,4,1,5,0,0.0,satisfied
1761,99476,disloyal Customer,30,Business travel,Business,679,4,4,4,1,3,3,3,3,5,2,5,5,5,3,11,,satisfied
1762,120783,Loyal Customer,28,Business travel,Eco,853,2,4,4,4,2,2,2,2,1,1,2,4,2,2,0,0.0,neutral or dissatisfied
1763,86116,Loyal Customer,34,Business travel,Business,522,5,5,5,5,2,3,5,,4,4,4,3,4,5,0,0.0,satisfied
1764,114599,Loyal Customer,30,Business travel,Business,247,2,2,2,2,4,4,4,,1,3,2,1,5,4,0,0.0,satisfied
1765,107873,Loyal Customer,57,Personal Travel,Eco,189,5,1,0,3,5,2,5,5,2,5,4,3,4,5,1,0.0,satisfied
1766,59747,Loyal Customer,60,Personal Travel,Eco,1199,2,4,2,3,2,0,3,4,4,2,4,2,4,2,0,,neutral or dissatisfied
1767,121729,Loyal Customer,48,Personal Travel,Eco,700,3,5,3,1,2,5,2,2,3,2,5,3,5,2,0,,neutral or dissatisfied
1768,30592,Loyal Customer,47,Business travel,Business,229,1,1,1,1,2,4,5,5,5,5,5,5,5,5,35,22.0,satisfied
1769,40058,Loyal Customer,62,Personal Travel,Eco,954,3,2,3,3,2,2,4,4,4,3,4,3,4,1,0,0.0,neutral or dissatisfied
1770,82267,Loyal Customer,40,Business travel,Eco,744,4,2,2,2,4,3,4,4,2,3,4,1,3,4,6,0.0,satisfied
1771,124033,Loyal Customer,72,Business travel,Business,3555,2,3,3,3,2,5,2,,2,2,2,1,2,2,27,10.0,neutral or dissatisfied
1772,2060,Loyal Customer,20,Personal Travel,Eco,733,1,5,1,1,1,4,1,,5,5,5,1,5,1,0,0.0,neutral or dissatisfied
1773,22829,Loyal Customer,47,Business travel,Business,372,4,4,3,4,4,1,2,3,3,4,3,5,3,5,0,0.0,satisfied
1774,76221,Loyal Customer,63,Business travel,Eco,469,4,1,1,1,3,1,4,4,4,4,4,4,4,5,0,0.0,satisfied
1775,45701,Loyal Customer,19,Personal Travel,Eco,2556,1,3,2,4,1,5,1,1,3,5,3,1,4,1,3,,neutral or dissatisfied
1776,106367,Loyal Customer,55,Business travel,Business,240,4,4,4,4,2,5,4,,4,4,4,3,4,3,0,,satisfied
1777,53396,Loyal Customer,67,Personal Travel,Eco,1671,4,1,4,3,5,2,3,,1,4,3,2,1,2,0,0.0,neutral or dissatisfied
1778,103252,Loyal Customer,35,Business travel,Business,3886,1,5,4,5,3,5,3,1,1,1,1,1,1,3,14,10.0,neutral or dissatisfied
1779,3584,disloyal Customer,41,Business travel,Eco,129,5,5,5,5,1,2,1,,5,4,4,5,2,1,0,,satisfied
1780,89309,Loyal Customer,17,Personal Travel,Business,2475,1,4,1,4,1,4,1,1,2,3,3,1,3,1,0,,neutral or dissatisfied
1781,111613,disloyal Customer,48,Business travel,Business,191,3,3,3,4,3,4,3,,1,2,4,2,4,3,0,0.0,neutral or dissatisfied
1782,16993,Loyal Customer,70,Personal Travel,Eco,2399,3,4,3,1,3,4,4,,1,3,3,3,1,5,0,0.0,neutral or dissatisfied
1783,28558,Loyal Customer,65,Business travel,Business,931,4,5,5,5,1,3,4,4,4,4,4,4,4,3,0,1.0,neutral or dissatisfied
1784,30697,disloyal Customer,23,Business travel,Eco,590,3,4,3,3,3,3,3,,1,1,4,3,4,3,2,19.0,neutral or dissatisfied
1785,102068,Loyal Customer,40,Business travel,Business,2087,4,4,2,4,2,4,4,4,4,4,4,3,4,4,2,0.0,satisfied
1786,117078,disloyal Customer,32,Business travel,Business,356,2,2,2,2,2,3,2,,3,5,5,4,5,2,56,44.0,neutral or dissatisfied
1787,24011,Loyal Customer,15,Personal Travel,Eco,524,1,4,1,3,4,1,1,4,5,3,4,5,4,4,11,32.0,neutral or dissatisfied
1788,69299,Loyal Customer,51,Business travel,Business,3228,2,1,1,1,3,5,4,2,2,2,2,2,2,2,8,,neutral or dissatisfied
1789,104922,Loyal Customer,44,Business travel,Business,2178,4,4,4,4,3,2,5,,5,5,5,3,5,4,46,54.0,satisfied
1790,125694,Loyal Customer,32,Business travel,Business,1269,3,2,2,2,3,5,3,,1,5,3,3,4,3,4,0.0,neutral or dissatisfied
1791,125083,Loyal Customer,22,Business travel,Eco,1605,1,5,5,5,1,1,4,1,3,4,2,3,3,1,65,56.0,neutral or dissatisfied
1792,101826,disloyal Customer,24,Business travel,Eco,448,4,3,4,3,5,4,5,,3,2,3,1,5,5,0,0.0,neutral or dissatisfied
1793,71548,Loyal Customer,60,Business travel,Business,2908,1,1,1,1,5,4,5,,3,3,3,3,3,4,0,1.0,satisfied
1794,110775,disloyal Customer,24,Business travel,Business,909,3,3,3,4,2,5,2,,4,1,3,2,3,2,10,11.0,neutral or dissatisfied
1795,56003,Loyal Customer,53,Business travel,Business,1121,2,2,3,2,5,2,4,5,5,5,5,5,5,4,0,,satisfied
1796,105864,Loyal Customer,39,Business travel,Business,3974,2,2,2,2,4,3,5,,4,4,4,4,4,3,0,0.0,satisfied
1797,12161,disloyal Customer,27,Business travel,Business,140,0,0,0,4,5,1,5,,4,5,5,5,5,5,0,0.0,satisfied
1798,112170,Loyal Customer,66,Personal Travel,Eco,871,2,3,2,3,1,4,4,,5,2,5,2,5,4,0,0.0,neutral or dissatisfied
1799,43037,disloyal Customer,21,Business travel,Eco,239,4,1,4,2,2,4,2,,2,3,2,4,3,2,5,9.0,neutral or dissatisfied
1800,49030,Loyal Customer,46,Business travel,Business,2751,4,4,1,4,4,3,5,5,5,5,5,3,5,4,0,0.0,satisfied
1801,39440,Loyal Customer,59,Business travel,Business,1345,2,2,2,2,5,4,5,,5,5,5,3,5,4,9,,satisfied
1802,81841,Loyal Customer,39,Business travel,Eco,208,4,4,4,4,4,4,4,,1,2,1,5,4,4,30,22.0,satisfied
1803,41114,disloyal Customer,28,Business travel,Eco,809,3,3,3,4,1,4,1,,2,2,5,2,4,1,0,0.0,neutral or dissatisfied
1804,63852,Loyal Customer,40,Business travel,Business,2475,5,5,5,5,4,4,4,5,5,5,5,3,5,5,41,63.0,satisfied
1805,31226,disloyal Customer,36,Business travel,Business,270,1,0,0,2,1,4,1,1,4,5,4,5,5,1,0,1.0,neutral or dissatisfied
1806,9664,Loyal Customer,51,Business travel,Eco,377,5,1,1,1,5,4,5,,5,3,5,4,5,5,1,0.0,satisfied
1807,3603,Loyal Customer,28,Business travel,Business,235,4,4,4,4,4,5,4,,3,3,4,3,4,4,6,3.0,satisfied
1808,4707,Loyal Customer,29,Business travel,Business,1670,4,4,4,4,4,1,4,4,5,3,4,3,4,4,0,10.0,satisfied
1809,43050,Loyal Customer,39,Business travel,Business,404,3,3,3,3,2,5,3,5,5,4,5,1,5,3,37,33.0,satisfied
1810,56505,Loyal Customer,23,Personal Travel,Eco,562,2,4,3,2,2,4,1,2,3,4,4,3,5,2,2,,neutral or dissatisfied
1811,96901,Loyal Customer,65,Business travel,Business,2311,3,1,1,1,3,1,2,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
1812,59575,Loyal Customer,48,Business travel,Eco,803,5,5,5,5,4,5,5,5,5,5,5,2,5,2,0,0.0,satisfied
1813,82667,Loyal Customer,57,Business travel,Eco,355,4,4,4,4,4,3,1,4,4,4,4,4,4,1,0,0.0,satisfied
1814,122763,Loyal Customer,31,Business travel,Business,500,5,5,5,5,4,5,4,4,5,2,5,5,4,4,52,43.0,satisfied
1815,98005,Loyal Customer,57,Business travel,Business,2298,5,5,5,5,5,2,5,,5,5,5,3,5,5,9,,satisfied
1816,65050,Loyal Customer,62,Personal Travel,Eco Plus,926,2,5,2,2,4,5,4,4,4,5,4,4,4,4,13,4.0,neutral or dissatisfied
1817,102585,Loyal Customer,51,Business travel,Business,2173,1,1,1,1,2,5,5,,5,5,5,5,5,5,0,0.0,satisfied
1818,99622,disloyal Customer,25,Business travel,Eco,1369,5,5,5,2,1,2,1,,3,2,5,5,2,1,0,,satisfied
1819,113684,Loyal Customer,60,Business travel,Business,2297,4,4,4,4,5,3,4,,5,5,5,5,5,5,0,0.0,satisfied
1820,63112,disloyal Customer,29,Business travel,Eco,533,4,2,4,3,5,3,4,,4,1,4,3,4,5,0,,neutral or dissatisfied
1821,9592,Loyal Customer,49,Business travel,Business,1440,4,4,4,4,3,3,4,5,5,5,5,5,5,4,3,4.0,satisfied
1822,10176,Loyal Customer,47,Business travel,Business,3306,1,5,5,5,3,3,3,,3,3,1,1,3,4,0,0.0,neutral or dissatisfied
1823,58816,disloyal Customer,38,Business travel,Eco Plus,290,1,1,1,4,5,2,3,,2,3,2,3,3,5,0,0.0,neutral or dissatisfied
1824,44069,disloyal Customer,21,Business travel,Eco,978,3,3,3,4,4,4,4,4,3,5,3,2,3,4,6,0.0,neutral or dissatisfied
1825,70129,Loyal Customer,57,Personal Travel,Eco,1020,4,1,4,3,3,3,4,5,5,4,5,2,5,2,0,0.0,neutral or dissatisfied
1826,61469,Loyal Customer,52,Business travel,Business,770,4,4,4,4,5,4,4,5,5,5,5,3,5,4,17,19.0,satisfied
1827,50694,Loyal Customer,53,Business travel,Business,1505,2,3,3,3,3,1,3,3,3,3,2,1,3,4,0,0.0,neutral or dissatisfied
1828,28877,Loyal Customer,53,Business travel,Business,370,2,2,2,2,5,3,5,5,5,5,5,4,5,4,19,13.0,satisfied
1829,29472,Loyal Customer,53,Business travel,Business,2041,3,1,3,3,4,4,5,,5,5,5,3,5,3,3,0.0,satisfied
1830,127877,Loyal Customer,40,Personal Travel,Eco,391,3,2,3,4,3,1,3,3,1,1,4,4,4,3,0,8.0,neutral or dissatisfied
1831,23849,Loyal Customer,58,Business travel,Eco,563,2,3,3,3,2,4,2,,1,4,3,1,3,2,0,0.0,neutral or dissatisfied
1832,80311,Loyal Customer,34,Personal Travel,Eco,386,3,4,3,3,1,4,1,1,4,5,5,4,4,1,16,11.0,neutral or dissatisfied
1833,1261,Loyal Customer,15,Personal Travel,Eco,332,1,4,1,1,3,3,1,,5,4,4,4,5,3,0,0.0,neutral or dissatisfied
1834,9663,Loyal Customer,44,Business travel,Eco Plus,214,2,4,4,4,4,3,4,,2,2,2,2,2,2,0,6.0,neutral or dissatisfied
1835,80383,disloyal Customer,25,Business travel,Eco,1010,2,2,2,4,1,4,1,1,5,5,5,5,4,1,0,0.0,neutral or dissatisfied
1836,104747,Loyal Customer,31,Business travel,Business,634,1,2,2,2,1,4,1,,3,3,3,3,4,1,45,,neutral or dissatisfied
1837,74865,disloyal Customer,17,Business travel,Eco,491,1,4,1,4,1,2,1,1,4,4,3,4,3,1,0,,neutral or dissatisfied
1838,128092,Loyal Customer,12,Personal Travel,Eco,1024,4,2,4,3,1,2,1,1,3,1,3,1,3,1,0,0.0,satisfied
1839,6016,Loyal Customer,11,Personal Travel,Eco Plus,650,2,1,2,2,3,2,3,3,4,1,2,4,1,3,0,,neutral or dissatisfied
1840,103113,disloyal Customer,39,Business travel,Eco,761,1,1,1,4,4,3,1,,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
1841,66098,disloyal Customer,24,Business travel,Eco,341,2,0,2,3,2,2,2,,5,5,5,3,3,2,0,0.0,neutral or dissatisfied
1842,69244,Loyal Customer,40,Business travel,Eco,187,4,1,4,1,4,5,4,4,2,1,4,3,5,4,1,37.0,satisfied
1843,102306,Loyal Customer,68,Personal Travel,Eco,1041,2,4,2,1,2,4,5,,1,2,1,4,1,3,33,33.0,neutral or dissatisfied
1844,18168,Loyal Customer,56,Business travel,Business,3854,4,3,4,4,2,3,5,,1,2,1,5,1,4,0,0.0,satisfied
1845,8303,disloyal Customer,44,Business travel,Eco Plus,328,3,2,2,4,4,4,4,4,4,1,3,2,4,4,14,17.0,neutral or dissatisfied
1846,107001,Loyal Customer,48,Business travel,Business,139,2,4,5,4,3,1,3,,3,3,2,4,3,3,0,24.0,neutral or dissatisfied
1847,24481,Loyal Customer,51,Business travel,Business,321,0,0,0,3,4,2,4,3,2,4,5,4,4,4,167,154.0,satisfied
1848,116304,disloyal Customer,29,Business travel,Business,1300,4,4,4,3,1,2,5,1,4,5,5,3,4,1,0,0.0,satisfied
1849,16506,Loyal Customer,53,Business travel,Eco,410,4,4,4,4,4,5,3,,4,4,4,2,4,2,0,,satisfied
1850,100078,Loyal Customer,17,Personal Travel,Eco,2565,4,4,4,1,3,2,2,3,4,3,4,1,4,3,0,0.0,neutral or dissatisfied
1851,126712,disloyal Customer,22,Business travel,Business,372,5,0,5,2,1,1,1,1,3,3,4,4,4,1,0,0.0,satisfied
1852,114522,Loyal Customer,56,Business travel,Eco,773,5,5,5,5,5,3,5,,4,4,5,5,4,5,21,,satisfied
1853,13098,Loyal Customer,32,Business travel,Eco,147,0,0,0,4,4,0,5,4,1,2,1,5,5,4,0,0.0,satisfied
1854,16599,disloyal Customer,25,Business travel,Eco,1173,1,1,1,4,3,4,1,3,1,5,4,1,3,3,23,50.0,neutral or dissatisfied
1855,128370,Loyal Customer,25,Personal Travel,Eco,408,3,2,3,4,1,4,1,1,1,3,3,1,4,1,0,0.0,neutral or dissatisfied
1856,120027,Loyal Customer,41,Business travel,Business,2469,5,5,5,5,3,2,4,,5,5,5,5,5,4,0,0.0,satisfied
1857,93620,Loyal Customer,40,Business travel,Business,1521,3,3,3,3,4,4,3,4,4,4,4,5,4,4,3,8.0,satisfied
1858,35970,Loyal Customer,56,Business travel,Business,1067,1,1,2,1,5,5,4,5,5,4,5,5,5,5,1,16.0,satisfied
1859,99579,Loyal Customer,10,Personal Travel,Eco,1145,4,5,4,2,1,4,1,,5,2,3,4,4,1,58,,neutral or dissatisfied
1860,1790,Loyal Customer,42,Business travel,Business,3222,3,3,3,3,4,2,5,,3,4,4,5,3,5,0,,satisfied
1861,118002,Loyal Customer,41,Business travel,Business,2715,3,1,2,1,3,4,2,,3,3,3,2,3,2,30,7.0,neutral or dissatisfied
1862,73473,Loyal Customer,42,Business travel,Business,3791,4,4,3,4,2,1,4,5,5,5,5,4,5,3,0,0.0,satisfied
1863,75954,disloyal Customer,27,Business travel,Business,1033,3,3,3,3,5,5,3,,3,4,5,5,5,5,23,23.0,neutral or dissatisfied
1864,74845,Loyal Customer,34,Personal Travel,Eco,362,3,5,4,3,5,2,5,,3,4,5,5,4,5,0,0.0,neutral or dissatisfied
1865,69253,Loyal Customer,32,Personal Travel,Eco,569,2,4,2,3,5,4,2,5,2,5,4,2,2,5,46,34.0,neutral or dissatisfied
1866,51693,Loyal Customer,33,Personal Travel,Eco,476,1,3,1,5,4,3,4,,2,2,4,3,4,4,91,82.0,neutral or dissatisfied
1867,20704,disloyal Customer,39,Business travel,Business,937,2,2,2,3,3,0,3,3,4,5,5,5,5,3,36,21.0,neutral or dissatisfied
1868,105458,Loyal Customer,21,Business travel,Business,262,3,2,3,3,5,3,5,5,4,5,4,2,4,5,0,0.0,satisfied
1869,31467,disloyal Customer,37,Business travel,Eco,204,3,0,3,4,4,4,4,4,2,1,3,4,5,4,0,,neutral or dissatisfied
1870,63210,Loyal Customer,52,Business travel,Business,410,1,3,3,3,1,4,4,1,1,1,1,2,1,1,0,25.0,neutral or dissatisfied
1871,42160,Loyal Customer,47,Personal Travel,Eco,1797,4,4,4,3,4,5,4,,2,4,2,4,2,3,0,0.0,neutral or dissatisfied
1872,101042,Loyal Customer,44,Personal Travel,Business,1142,3,5,3,3,4,0,3,,1,3,1,1,1,1,0,0.0,neutral or dissatisfied
1873,3401,Loyal Customer,40,Business travel,Eco,2475,4,2,2,2,4,3,4,4,4,4,5,3,5,4,12,,satisfied
1874,14293,disloyal Customer,25,Business travel,Eco,1416,1,1,1,3,3,3,3,3,1,4,5,3,4,3,0,0.0,neutral or dissatisfied
1875,4759,disloyal Customer,26,Business travel,Business,944,3,3,3,2,5,4,5,5,3,2,4,3,5,5,0,6.0,neutral or dissatisfied
1876,100625,Loyal Customer,37,Business travel,Eco,303,4,2,2,2,4,5,4,4,5,5,5,5,2,4,0,0.0,satisfied
1877,123336,Loyal Customer,65,Personal Travel,Eco,1009,3,4,4,1,5,3,5,5,1,4,1,3,2,5,4,7.0,neutral or dissatisfied
1878,114593,Loyal Customer,20,Business travel,Business,237,3,3,3,3,5,5,5,,4,5,5,4,4,5,15,10.0,satisfied
1879,88624,Loyal Customer,47,Business travel,Business,507,2,2,2,2,5,1,5,4,4,4,4,4,4,3,0,1.0,satisfied
1880,10033,Loyal Customer,56,Personal Travel,Eco,994,3,5,3,3,1,4,1,,5,3,3,1,2,1,9,,neutral or dissatisfied
1881,24385,Loyal Customer,48,Business travel,Eco Plus,163,4,2,2,2,1,4,5,,4,4,4,2,4,1,0,0.0,satisfied
1882,6652,Loyal Customer,25,Business travel,Business,1195,2,2,3,2,5,4,5,,2,3,5,1,1,5,0,,satisfied
1883,120996,Loyal Customer,45,Business travel,Business,2434,3,3,3,3,3,1,3,2,5,2,4,3,1,3,0,0.0,neutral or dissatisfied
1884,71503,Loyal Customer,22,Personal Travel,Eco Plus,1562,4,4,4,3,1,2,5,1,3,2,3,4,5,1,0,0.0,neutral or dissatisfied
1885,94147,Loyal Customer,39,Business travel,Business,240,5,5,5,5,5,5,2,4,4,4,4,1,4,3,73,,satisfied
1886,125359,Loyal Customer,41,Personal Travel,Eco,895,3,4,3,3,2,4,2,,1,1,3,1,4,2,33,32.0,neutral or dissatisfied
1887,56235,Loyal Customer,55,Business travel,Business,1390,4,4,5,4,3,0,5,,2,2,2,3,2,5,5,,satisfied
1888,113960,Loyal Customer,54,Business travel,Business,3129,3,3,3,3,2,2,4,,4,4,4,5,4,3,0,0.0,satisfied
1889,99110,disloyal Customer,25,Business travel,Business,365,1,5,1,4,1,2,1,1,4,3,5,3,4,1,1,0.0,neutral or dissatisfied
1890,29914,Loyal Customer,41,Business travel,Eco Plus,789,4,1,1,1,5,3,5,,4,4,4,1,4,5,0,0.0,satisfied
1891,86971,Loyal Customer,26,Business travel,Business,761,2,2,2,2,3,5,3,,3,4,5,4,5,3,121,108.0,satisfied
